Loading retrieval system...
Loaded 2381 vectors, 2381 songs
Sampled 25 validation profiles

============================================================
TUNING VARIANT B
============================================================

--- Variant B | method=dense | k=10 ---
  [1/25] Aisha Khan: hist=0.80, overall=3, P@k=0.00, MRR=0.00
  - popular Motown hits in Atlanta 1957-1967
  - top African American artists in Georgia 1960-1965
  - civil rights movement songs 1965
  - wedding songs popular in 1970 Georgia
  - top female R&B artists 1960-1967
  - Atlanta radio hits 1962
  - gospel and soul music popular in African American communities 1978
  - songs about love and loss 1985
  [2/25] Eloise Johnson: hist=0.80, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular songs in San Antonio 1965-1975
  - top Mexican American artists 1965-1975
  - hits from San Antonio radio stations 1965-1975
  - popular female artists 1965-1975
  - top songs during 1969 in Texas
  - songs about women's empowerment 1973
  - Mexican American cultural hits 1970s
  - songs popular among women in 1973
  [3/25] Elena Martinez: hist=0.90, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular songs in New Orleans 1960-1970
  - Vietnamese American music influences 1960s
  - top female artists 1965-1970
  - wedding songs popular in 1982
  - songs about immigration and new beginnings 1975
  - hits on New Orleans radio stations 1965-1970
  - songs celebrating cultural heritage 1980s
  - top soul and R&B hits 1968
  [4/25] Ngo Thi Pham: hist=0.60, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular soul and R&B hits in Chicago 1963-1973
  - top Dominican American artists 1963-1973
  - wedding songs popular in 1969 Chicago
  - hits on Chicago radio stations 1966
  - popular male artists in Chicago 1963-1973
  - Latin music influences in Chicago 1963-1973
  - songs associated with moving to a new city 1966
  - songs reflecting economic challenges in the 1980s
  [5/25] Fernando De la Cruz: hist=0.60, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular Mexican American songs in San Antonio 1955-1965
  - top hits on San Antonio radio stations 1955-1965
  - wedding songs popular in Texas 1961
  - Mexican American artists popular in the 1960s
  - female artists popular in the early 1960s
  - songs about love and marriage from 1961
  - top church choir songs in the 1960s
  - songs related to Day of the Dead celebrations in the 1970s
  [6/25] Dolores Santos: hist=0.90, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular rock and roll songs in Cleveland 1961-1971
  - top Polish American artists 1961-1971
  - Vietnam War era songs 1966
  - wedding songs popular in Cleveland 1973
  - hits from Cleveland radio stations 1964
  - songs popular among young men in the 1960s
  - top Billboard hits 1964-1971
  - classic rock songs from the 1960s
  [7/25] James Kowalski: hist=0.90, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular rock and roll hits in Charleston, West Virginia 1960-1970
  - top country songs in Appalachia 1965
  - songs about coal mining from the 1960s
  - hits from 1968 when Robert was injured in mining
  - popular truck driving songs from the early 1970s
  - top male artists in Appalachia 1960-1970
  - wedding and love songs from the early 1970s
  - songs about buying a home in the late 1970s
  [8/25] Robert Thompson: hist=0.80, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular songs in New York City 1954-1964
  - Haitian American music influences in New York 1950s-1960s
  - top female artists in the US 1954-1964
  - wedding songs popular in New York 1964
  - hits on New York radio stations 1957-1964
  - songs popular among Haitian communities in New York 1960s
  - top songs when Pauline Deschamps immigrated to the US 1957
  - songs about motherhood popular in 1968
  [9/25] Pauline Deschamps: hist=0.60, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - top pop hits in Queens, New York 1978-1988
  - popular Indian American music in New York 1980s
  - wedding songs popular in 1985 Queens, New York
  - hits played on New York radio stations 1980-1985
  - female pop artists popular in the 1980s
  - songs about motherhood 1986
  - songs related to Indian classical dance 1991
  - top songs from 1985 for Indian American weddings
  [10/25] Rina Patel: hist=0.90, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular Italian American songs in Providence 1954-1964
  - top rock and roll hits in the USA 1957
  - wedding songs popular in 1961 Providence
  - Italian American artists popular in the 1960s
  - male favorite songs in Providence 1959-1964
  - top hits on Providence radio stations 1961
  - songs associated with carpentry or work in the 1950s
  - songs played at local church events in Providence 1972
  [11/25] Giuseppe Romano: hist=0.70, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - top pop hits in Seattle 1970-1980
  - popular Chinese American songs 1970-1980
  - wedding songs popular in 1976
  - Seattle radio hits 1971
  - female empowerment songs 1970-1980
  - songs about starting a business 1979
  - Chinese cultural association music 1983
  - top female artists in the 1970s
  [12/25] Li Wei: hist=0.70, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular songs in Los Angeles 1951-1961
  - top Korean American artists 1950s
  - wedding songs popular in 1960
  - hits played on Los Angeles radio stations 1954
  - popular female artists in Los Angeles 1950s
  - songs popular among Korean American communities 1950s
  - graduation year hits 1954 Los Angeles
  - top pop songs 1956 Los Angeles
  [13/25] Lillian Kim: hist=0.30, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - top pop and rock hits in Virginia 1975-1985
  - popular Korean American music artists 1975-1985
  - songs played at weddings in Virginia 1989
  - hits from female artists in the US 1975-1985
  - songs popular on Virginia radio stations 1978
  - music associated with college life in the late 1970s
  - songs about family and caregiving 1980
  - top songs by female artists 1983
  [14/25] Linda Park: hist=0.70, overall=3, P@k=0.05, MRR=0.20
Generated 8 queries:
  - popular songs in Seattle 1951-1961
  - top Korean American artists 1950s
  - wedding songs popular in 1959
  - Seattle radio hits 1955-1960
  - songs about starting a business 1966
  - popular male artists in the 1950s
  - songs addressing discrimination 1973
  - Korean American music influences 1950s
  [15/25] Samuel Kim: hist=0.40, overall=4, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular Mexican American artists in San Antonio 1965-1975
  - top pop and rock songs for women 1968
  - wedding songs popular in Texas 1972
  - regional radio hits in San Antonio 1965-1975
  - Mexican American cultural hits 1970
  - songs about family and motherhood 1975
  - top country songs in Texas 1975
  - popular songs at church events 1980s
  [16/25] Maria Gomez: hist=0.50, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular Cuban American music in Miami 1965-1975
  - top rock and roll hits in the U.S. 1965-1975
  - Vietnam War era songs popular among soldiers 1970
  - Miami radio station hits 1965-1975
  - wedding songs popular in the U.S. 1980
  - top Latin music hits in Florida 1965-1975
  - popular male artists in the U.S. 1965-1975
  - songs about immigration and new beginnings 1964
  [17/25] Carlos Medina: hist=0.90, overall=4, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular rock songs in Chicago 1967-1977
  - top Polish American artists 1967-1977
  - wedding songs popular in 1974 Chicago
  - hits from Chicago radio stations 1967-1977
  - songs about carpentry or construction 1970
  - popular male artists in Chicago 1967-1977
  - songs about economic hardship 1985
  - top pop hits during 1974 in Chicago
  [18/25] Peter Kowalski: hist=0.50, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - top soul and R&B hits in Chicago 1970-1980
  - popular African American artists in Chicago 1973
  - songs popular among African American men in the military 1973
  - top disco and funk songs in Chicago 1975
  - songs about returning home and starting anew 1977
  - hits from Chicago radio stations 1981
  - songs about economic hardship and community support 1985
  - popular songs for African American college students 1990
  [19/25] Samuel Williams: hist=0.60, overall=4, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular rock songs in Los Angeles 1965-1975
  - top Motown hits 1968
  - Vietnam War era songs 1970
  - wedding songs popular in 1973 Los Angeles
  - Korean American popular music 1965-1975
  - top Billboard hits 1973
  - songs popular among men in the 1970s Los Angeles
  - Los Angeles radio hits 1968
  [20/25] Samuel Lee: hist=0.80, overall=4, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular songs in Boston 1953-1963
  - top Irish American artists 1953-1963
  - wedding songs popular in 1963
  - hits from Boston radio stations 1956
  - female artists popular in the 1960s
  - songs about firefighters or heroes 1978
  - nursing career songs 1956
  - Irish American cultural hits 1953-1963
  [21/25] Patricia O'Brien: hist=0.20, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular songs in Milwaukee 1966-1976
  - top Polish American artists 1966-1976
  - wedding songs popular in 1972
  - hits played on Milwaukee radio stations 1968
  - songs popular among women in the early 1970s
  - 1975 top hits when first child was born
  - popular songs during 1983 for small business owners
  - songs about independence and resilience 1989
  [22/25] Eleanor Kowalski: hist=0.50, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular Mexican American songs in San Antonio 1970-1980
  - top hits on San Antonio radio stations 1972
  - wedding songs popular in Texas 1976
  - Mexican American female artists 1970-1980
  - top country and folk songs in Texas 1975
  - songs about community support and resilience 1985
  - popular church group songs in San Antonio 1980
  - songs about family support during illness 1988
  [23/25] Dolores Rivera: hist=0.70, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular songs in Seattle 1968-1978
  - top hits on Seattle radio 1972
  - Vietnamese American popular music 1970s
  - songs about immigration 1972
  - top female artists 1973
  - graduation year hits 1977 Seattle
  - popular songs for small business owners 1980
  - community award celebration songs 1988
  [24/25] Dorothy Nguyen: hist=0.40, overall=3, P@k=0.05, MRR=0.08
Generated 8 queries:
  - top rock songs in Charleston WV 1967-1977
  - popular country hits in Appalachia 1970
  - wedding songs popular in 1970 Charleston WV
  - songs about working in coal mines 1968
  - protest and strike songs 1973
  - Appalachian folk music hits 1970s
  - male favorite rock songs 1973
  - classic rock hits 1968-1977
  [25/25] William Tucker: hist=0.70, overall=3, P@k=0.00, MRR=0.00
  >>> Avg: {'k': 20.0, 'birth_year': 1948.52, 'hist_plausibility': 0.652, 'bio_precision_llm': 3.16, 'cultural_approp_llm': 2.68, 'overall_llm': 3.16, 'precision_at_k': 0.006000000000000001, 'recall': 0.006000000000000001, 'mrr': 0.014969696969696971}

--- Variant C | method=bm25 | total_k=30 ---
Generated 8 queries:
  - top pop hits in St. Louis 1978-1988
  - popular Pakistani American music 1980s
  - wedding songs popular in 1985
  - hits on St. Louis radio stations 1981
  - female artists popular in 1980s
  - graduation year songs 1981
  - songs about moving to a new city 1987
  - songs about motherhood 1989
  [1/25] Aisha Khan: hist=1.00, overall=4, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular Motown hits in Atlanta 1957-1967
  - top R&B songs by African American artists 1960-1965
  - civil rights movement songs 1965
  - wedding songs popular in 1970 Georgia
  - gospel and choir music popular in Atlanta 1978
  - female African American artists 1960s
  - soul and R&B hits in Atlanta 1965
  - songs about love and family 1970s
  [2/25] Eloise Johnson: hist=0.80, overall=3, P@k=0.03, MRR=0.05
Generated 8 queries:
  - popular Mexican American songs in San Antonio 1965-1975
  - top female empowerment songs 1973
  - regional hits in Texas 1969
  - popular songs for working women 1967
  - top wedding songs in San Antonio 1969
  - popular radio hits in San Antonio 1973
  - Mexican American artists popular in Texas 1970
  - songs about single parenting 1977
  [3/25] Elena Martinez: hist=1.00, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular songs in New Orleans 1960-1970
  - Vietnamese American music influences 1960s
  - top female artists in the US 1965-1970
  - wedding songs popular in 1982 New Orleans
  - songs about immigration and new beginnings 1975
  - hits on New Orleans radio stations 1965-1970
  - songs celebrating cultural heritage 1980s
  - top pop songs in the US 1965-1970
  [4/25] Ngo Thi Pham: hist=0.70, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular soul and R&B hits in Chicago 1963-1973
  - top Dominican American artists 1963-1973
  - wedding songs popular in Chicago 1969
  - hits from Chicago radio stations 1966
  - popular male artists in Chicago 1963-1973
  - songs played at Dominican American community events 1963-1973
  - top songs during economic downturn 1984
  - popular church choir songs 1976
  [5/25] Fernando De la Cruz: hist=0.90, overall=4, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular Mexican American hits in San Antonio 1955-1965
  - top female artists in the US 1960-1965
  - wedding songs popular in 1961 San Antonio
  - Mexican American community songs San Antonio 1960s
  - top hits on San Antonio radio stations 1955-1965
  - songs popular among women in the US 1960-1965
  - songs related to seamstress work 1955
  - church choir popular songs 1966
  [6/25] Dolores Santos: hist=0.80, overall=4, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular rock and roll hits in Cleveland 1961-1971
  - top Polish American folk songs 1960s
  - Vietnam War era songs popular among men 1966
  - wedding songs popular in Cleveland 1973
  - top Billboard hits 1964 Cleveland
  - songs played on Cleveland radio stations 1966
  - popular male artists in Cleveland 1961-1971
  - songs about returning home from war 1971
  [7/25] James Kowalski: hist=0.90, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular rock and roll songs in West Virginia 1960-1970
  - top country hits in Appalachia 1965
  - songs about coal mining from the 1960s
  - 1968 hits on Charleston radio stations
  - popular truck driving songs 1971
  - wedding songs popular in 1977
  - top male artists in the 1960s Appalachia
  - songs about home ownership from the 1970s
  [8/25] Robert Thompson: hist=1.00, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular songs in New York 1954-1964
  - Haitian American music influences in New York 1954-1964
  - top female artists in the US 1954-1964
  - hits played on New York radio stations 1954-1964
  - wedding songs popular in New York 1964
  - songs popular among Haitian communities in New York 1954-1964
  - top songs from female artists 1960
  - popular songs in New York during hotel work era 1960-1975
  [9/25] Pauline Deschamps: hist=0.40, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - top pop hits in Queens, New York 1978-1988
  - popular Indian American music in New York 1980s
  - wedding songs popular in 1985 Queens, New York
  - hits by female artists 1980-1985
  - songs popular on New York radio stations 1983
  - Indian classical music influences in 1980s New York
  - songs about motherhood popular in 1986
  - songs played at cultural events in Queens 1990
  [10/25] Rina Patel: hist=0.80, overall=4, P@k=0.00, MRR=0.00
Generated 8 queries:
  - Italian American popular songs in Providence 1954-1964
  - top hits on Providence radio stations 1957
  - wedding songs popular in Italian American communities 1961
  - popular male artists in Providence 1960-1965
  - Italian American community hits 1965
  - songs played at local church events in Providence 1972
  - popular songs for Italian American weddings 1961
  - Providence local radio hits 1964
  [11/25] Giuseppe Romano: hist=0.50, overall=4, P@k=0.00, MRR=0.00
Generated 8 queries:
  - top rock songs in Seattle 1970-1975
  - popular Chinese American music in Seattle 1970s
  - wedding songs popular in 1976
  - hits from female artists 1973
  - songs played on Seattle radio stations 1971
  - popular songs during 1979 for small business owners
  - Chinese cultural association music in Seattle 1983
  - top hits in Seattle 1975
  [12/25] Li Wei: hist=0.70, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular songs in Los Angeles 1951-1961
  - top Korean American music influences 1950s
  - wedding songs popular in 1960 Los Angeles
  - graduation year hits 1954 Los Angeles
  - female artists popular in Los Angeles 1950s
  - top hits on Los Angeles radio 1956
  - songs popular among Korean American community 1960s
  - Los Angeles cultural festival music 1970s
  [13/25] Lillian Kim: hist=0.40, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - top Billboard hits in Annandale, Virginia 1975-1985
  - popular Korean American artists 1975-1985
  - popular songs for college students in 1978
  - hits from 1980 when caring for family
  - songs popular among women in the early 1980s
  - wedding songs popular in 1989
  - songs played on Virginia radio stations 1975-1985
  - popular pop and rock songs 1983
  [14/25] Linda Park: hist=0.90, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular songs in Seattle 1951-1961
  - top Korean American artists 1950s
  - wedding songs popular in 1959
  - hits from Seattle radio stations 1951-1961
  - popular male artists 1950s Seattle
  - songs about overcoming adversity 1973
  - top Billboard hits 1959
  - songs popular in Korean American communities 1950s
  [15/25] Samuel Kim: hist=0.60, overall=4, P@k=0.03, MRR=0.06
Generated 8 queries:
  - popular Mexican American songs in San Antonio 1965-1975
  - top hits on San Antonio radio stations 1965-1975
  - wedding songs popular in Texas 1972
  - Mexican American female artists 1965-1975
  - top country songs in Texas 1975
  - popular soul and R&B songs 1973
  - songs about motherhood 1975
  - hits from Mexican American artists 1982
  [16/25] Maria Gomez: hist=0.80, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular Cuban American music in Miami 1965-1975
  - top rock and roll hits in the U.S. 1965-1975
  - Vietnam War era songs popular among U.S. soldiers 1970
  - top Latin music hits in Miami 1965-1975
  - popular songs in Miami during 1980 wedding ceremonies
  - songs popular on Miami radio stations 1965-1975
  - top male artists in the U.S. 1965-1975
  - popular disco songs in Miami 1975
    generate_playlist attempt 1 failed: Expecting value: line 27 column 23 (char 1153), retrying...
  [17/25] Carlos Medina: hist=0.80, overall=4, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular rock songs in Chicago 1967-1977
  - top Polish American artists 1967-1977
  - wedding songs popular in 1974 Chicago
  - hits from Chicago radio stations 1970-1975
  - popular male artists in Chicago 1967-1977
  - songs about economic hardship 1985
  - top hits during the 1981 construction boom
  - Polish American community music Chicago 1970s
  [18/25] Peter Kowalski: hist=0.70, overall=4, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular soul and R&B hits in Chicago 1970-1980
  - top African American artists 1973
  - songs popular among African American men 1975
  - hits played on Chicago radio stations 1977
  - songs about military service 1973
  - top disco and funk songs 1975
  - songs about economic hardship 1981
  - popular songs in Chicago during community events 1985
  [19/25] Samuel Williams: hist=0.80, overall=4, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular rock songs in Los Angeles 1965-1975
  - top Korean American artists 1965-1975
  - Vietnam War era songs popular among soldiers 1970
  - wedding songs popular in Los Angeles 1973
  - soul and R&B hits in Los Angeles 1968
  - songs played on Los Angeles radio stations 1970
  - popular male artists in Los Angeles 1965-1975
  - hits from Los Angeles bands 1965-1975
  [20/25] Samuel Lee: hist=0.70, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular songs in Boston 1953-1963
  - top Irish American folk songs 1950s
  - wedding songs popular in 1963
  - hits from Boston radio stations 1956
  - female artists popular in the 1960s
  - songs about firefighters or bravery 1960s
  - top songs played at high school graduations 1956
  - Irish American cultural music 1950s
  [21/25] Patricia O'Brien: hist=0.30, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular songs in Milwaukee 1966-1976
  - top Polish American artists 1966-1976
  - wedding songs popular in 1972 Milwaukee
  - hits from Milwaukee radio stations 1968
  - popular female artists 1966-1976
  - top pop songs 1975 Milwaukee
  - songs popular among Polish American communities 1966-1976
  - graduation year hits 1969 Milwaukee
  [22/25] Eleanor Kowalski: hist=0.80, overall=3, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular Tejano music in San Antonio 1970-1980
  - top Mexican American artists in Texas 1970-1980
  - hit songs from San Antonio radio stations 1972
  - wedding songs popular in Texas 1976
  - popular female artists in the US 1975
  - songs played at high school graduations 1972
  - popular church group songs in the 1980s
  - community support anthems during economic downturns 1985
  [23/25] Dolores Rivera: hist=0.80, overall=4, P@k=0.00, MRR=0.00
Generated 8 queries:
  - popular rock songs in Seattle 1968-1978
  - top pop hits in the US 1972
  - Vietnamese American music influences 1970s
  - Seattle radio hits 1975
  - female artists popular in the 1970s
  - songs about immigration experiences 1970s
  - hits from 1977 community college events
  - songs associated with small business success 1980
  [24/25] Dorothy Nguyen: hist=0.50, overall=4, P@k=0.03, MRR=0.04
Generated 8 queries:
  - top rock and roll songs Charleston WV 1967-1977
  - popular country hits Appalachia 1967-1977
  - wedding songs Charleston WV 1970
  - protest songs and labor anthems 1973
  - songs about coal mining and working class 1968-1975
  - male favorite rock bands 1967-1977
  - hits played on Charleston WV radio stations 1970
  - classic rock hits 1973
  [25/25] William Tucker: hist=1.00, overall=4, P@k=0.03, MRR=0.04
  >>> Avg: {'k': 30.0, 'birth_year': 1948.52, 'hist_plausibility': 0.7439999999999999, 'bio_precision_llm': 3.48, 'cultural_approp_llm': 3.16, 'overall_llm': 3.48, 'precision_at_k': 0.005333333333333333, 'recall': 0.008, 'mrr': 0.007667701863354037}

Variant C saved to outputs/tuning_variant_c.csv, tuning_variant_c_raw.csv, tuning_variant_c_playlists.csv

Best Variant B: method=bm25, k=30, avg_overall=3.600
Best Variant C: method=dense, k=30, avg_overall=3.880

Saved outputs/best_configs.json
{
  "variant_b": {
    "method": "bm25",
    "k": 30
  },
  "variant_c": {
    "method": "dense",
    "k": 30
  }
}
