condition,variant,method,k,profile_id,name,gender,birth_year,cultural_background,hometown,life_events,rank,song,artist,year,relevance_reason,biographical_precision_1_5,cultural_appropriateness_1_5,notes
C_bm25_k10,C,bm25,10,P168,Samuel Williams,Male,1955,African American,"Chicago, IL",1973: Joined the military after high school | 1977: Completed service and returned to find work as a truck driver | 1981: Faced job instability due to economic changes | 1985: Organized community food drives during economic hardship | 1990: Started attending night classes at a local college,6,Back To Life,Soul II Soul,1990,"Released when Samuel started attending night classes, this song's themes of rejuvenation and moving forward align with his pursuit of education and personal growth.",,,
C_bm25_k10,C,bm25,10,P168,Samuel Williams,Male,1955,African American,"Chicago, IL",1973: Joined the military after high school | 1977: Completed service and returned to find work as a truck driver | 1981: Faced job instability due to economic changes | 1985: Organized community food drives during economic hardship | 1990: Started attending night classes at a local college,7,Get A Life,Soul II Soul,1990,"This song, released in a pivotal year for Samuel, reflects themes of empowerment and change, resonating with his efforts to improve his life through education.",,,
C_bm25_k10,C,bm25,10,P168,Samuel Williams,Male,1955,African American,"Chicago, IL",1973: Joined the military after high school | 1977: Completed service and returned to find work as a truck driver | 1981: Faced job instability due to economic changes | 1985: Organized community food drives during economic hardship | 1990: Started attending night classes at a local college,8,"Hearts In Trouble (From ""Days Of Thunder"")",Chicago,1990,"Another song by Chicago, it connects to his hometown and the year he made significant life changes, possibly evoking a sense of nostalgia and home.",,,
C_bm25_k10,C,bm25,10,P168,Samuel Williams,Male,1955,African American,"Chicago, IL",1973: Joined the military after high school | 1977: Completed service and returned to find work as a truck driver | 1981: Faced job instability due to economic changes | 1985: Organized community food drives during economic hardship | 1990: Started attending night classes at a local college,9,"Doubleback (From ""Back To The Future Part III"")",ZZ Top,1990,The song's association with a popular movie could trigger memories of cultural events from the time he was attending night classes.,,,
C_bm25_k10,C,bm25,10,P168,Samuel Williams,Male,1955,African American,"Chicago, IL",1973: Joined the military after high school | 1977: Completed service and returned to find work as a truck driver | 1981: Faced job instability due to economic changes | 1985: Organized community food drives during economic hardship | 1990: Started attending night classes at a local college,10,A Dreams A Dream,Soul II Soul,1990,"This song's uplifting message aligns with Samuel's pursuit of education and community involvement, offering a hopeful and positive reflection on his life journey.",,,
C_bm25_k10,C,bm25,10,P098,Samuel Lee,Male,1950,Korean American,"Los Angeles, California","1968: Entered the family dry cleaning business | 1970: Drafted into the Army and served in Vietnam | 1973: Returned home and married his high school sweetheart, Janet | 1978: Opened his own grocery store | 1985: Became a leader in the local business community",1,The Cisco Kid,War,1973,"This song was popular during the time Samuel returned from Vietnam and got married. War is a band from Los Angeles, which connects to Samuel's hometown, making it culturally and geographically relevant.",,,
C_bm25_k10,C,bm25,10,P098,Samuel Lee,Male,1950,Korean American,"Los Angeles, California","1968: Entered the family dry cleaning business | 1970: Drafted into the Army and served in Vietnam | 1973: Returned home and married his high school sweetheart, Janet | 1978: Opened his own grocery store | 1985: Became a leader in the local business community",2,Little Bit O' Soul,The Music Explosion,1967,"This song was popular when Samuel was entering the family business, capturing the youthful and vibrant spirit of the late 1960s.",,,
C_bm25_k10,C,bm25,10,P098,Samuel Lee,Male,1950,Korean American,"Los Angeles, California","1968: Entered the family dry cleaning business | 1970: Drafted into the Army and served in Vietnam | 1973: Returned home and married his high school sweetheart, Janet | 1978: Opened his own grocery store | 1985: Became a leader in the local business community",3,Where Were You (On Our Wedding Day)?,Lloyd Price,1959,"Although released before Samuel's reminiscence bump, this song's theme of weddings can evoke memories of his own marriage to Janet in 1973.",,,
C_bm25_k10,C,bm25,10,P098,Samuel Lee,Male,1950,Korean American,"Los Angeles, California","1968: Entered the family dry cleaning business | 1970: Drafted into the Army and served in Vietnam | 1973: Returned home and married his high school sweetheart, Janet | 1978: Opened his own grocery store | 1985: Became a leader in the local business community",4,La Bamba,Los Lobos,1987,"While outside Samuel's reminiscence bump, this song by Los Lobos, another Los Angeles band, connects to his cultural and geographic background.",,,
C_bm25_k10,C,bm25,10,P098,Samuel Lee,Male,1950,Korean American,"Los Angeles, California","1968: Entered the family dry cleaning business | 1970: Drafted into the Army and served in Vietnam | 1973: Returned home and married his high school sweetheart, Janet | 1978: Opened his own grocery store | 1985: Became a leader in the local business community",5,It's Still Rock And Roll To Me,Billy Joel,1980,"This song was a hit during the time Samuel was becoming a leader in the local business community, reflecting the era's music and cultural atmosphere.",,,
C_bm25_k10,C,bm25,10,P098,Samuel Lee,Male,1950,Korean American,"Los Angeles, California","1968: Entered the family dry cleaning business | 1970: Drafted into the Army and served in Vietnam | 1973: Returned home and married his high school sweetheart, Janet | 1978: Opened his own grocery store | 1985: Became a leader in the local business community",6,Somewhere Out There (From 'An American Tail'),Linda Ronstadt & James Ingram,1987,"This song can evoke feelings of connection and longing, relevant to Samuel's experience of returning from Vietnam and reconnecting with family.",,,
C_bm25_k10,C,bm25,10,P098,Samuel Lee,Male,1950,Korean American,"Los Angeles, California","1968: Entered the family dry cleaning business | 1970: Drafted into the Army and served in Vietnam | 1973: Returned home and married his high school sweetheart, Janet | 1978: Opened his own grocery store | 1985: Became a leader in the local business community",7,Back To Life,Soul II Soul,1990,"Though outside his reminiscence bump, this song's themes of returning to life can resonate with Samuel's return from military service and reintegration into civilian life.",,,
C_bm25_k10,C,bm25,10,P098,Samuel Lee,Male,1950,Korean American,"Los Angeles, California","1968: Entered the family dry cleaning business | 1970: Drafted into the Army and served in Vietnam | 1973: Returned home and married his high school sweetheart, Janet | 1978: Opened his own grocery store | 1985: Became a leader in the local business community",8,Get A Life,Soul II Soul,1990,The motivational message of this song can connect to Samuel's entrepreneurial spirit when he opened his own grocery store.,,,
C_bm25_k10,C,bm25,10,P098,Samuel Lee,Male,1950,Korean American,"Los Angeles, California","1968: Entered the family dry cleaning business | 1970: Drafted into the Army and served in Vietnam | 1973: Returned home and married his high school sweetheart, Janet | 1978: Opened his own grocery store | 1985: Became a leader in the local business community",9,A Dreams A Dream,Soul II Soul,1990,This song's themes of dreams and aspirations align with Samuel's journey in building his business and community leadership.,,,
C_bm25_k10,C,bm25,10,P098,Samuel Lee,Male,1950,Korean American,"Los Angeles, California","1968: Entered the family dry cleaning business | 1970: Drafted into the Army and served in Vietnam | 1973: Returned home and married his high school sweetheart, Janet | 1978: Opened his own grocery store | 1985: Became a leader in the local business community",10,Doubleback (From 'Back To The Future Part III'),ZZ Top,1990,"While not directly tied to his reminiscence bump, the song's connection to a popular movie franchise may spark interest and conversation.",,,
C_bm25_k10,C,bm25,10,P095,Patricia O'Brien,Female,1938,Irish American,"Boston, Massachusetts","1956: Graduated from high school and became a nurse | 1963: Married John, a Boston firefighter | 1966: Moved to the suburbs after having her second child | 1978: Lost her husband in a fire accident | 1982: Became a head nurse at a local hospital",1,Where Were You (On Our Wedding Day)?,Lloyd Price,1959,"This song connects to Patricia's wedding in 1963, a significant life event, and is from her reminiscence bump era.",,,
C_bm25_k10,C,bm25,10,P095,Patricia O'Brien,Female,1938,Irish American,"Boston, Massachusetts","1956: Graduated from high school and became a nurse | 1963: Married John, a Boston firefighter | 1966: Moved to the suburbs after having her second child | 1978: Lost her husband in a fire accident | 1982: Became a head nurse at a local hospital",2,Rainy Day Women #12 & 35,Bob Dylan,1966,"Released during a pivotal year when Patricia moved to the suburbs, this song captures the cultural vibe of the 1960s.",,,
C_bm25_k10,C,bm25,10,P095,Patricia O'Brien,Female,1938,Irish American,"Boston, Massachusetts","1956: Graduated from high school and became a nurse | 1963: Married John, a Boston firefighter | 1966: Moved to the suburbs after having her second child | 1978: Lost her husband in a fire accident | 1982: Became a head nurse at a local hospital",3,"December, 1963 (Oh, What a Night)",The 4 Seasons,1976,"Though released later, the nostalgic theme of this song can evoke memories of her early married life in the 1960s.",,,
C_bm25_k10,C,bm25,10,P095,Patricia O'Brien,Female,1938,Irish American,"Boston, Massachusetts","1956: Graduated from high school and became a nurse | 1963: Married John, a Boston firefighter | 1966: Moved to the suburbs after having her second child | 1978: Lost her husband in a fire accident | 1982: Became a head nurse at a local hospital",4,Little Bit O' Soul,The Music Explosion,1967,This upbeat song from her reminiscence bump era can uplift her mood and remind her of her younger years.,,,
C_bm25_k10,C,bm25,10,P095,Patricia O'Brien,Female,1938,Irish American,"Boston, Massachusetts","1956: Graduated from high school and became a nurse | 1963: Married John, a Boston firefighter | 1966: Moved to the suburbs after having her second child | 1978: Lost her husband in a fire accident | 1982: Became a head nurse at a local hospital",5,Don't Look Back,Boston,1978,"The band name 'Boston' connects to her hometown, and the song's title can be comforting, encouraging her to focus on positive memories.",,,
C_bm25_k10,C,bm25,10,P095,Patricia O'Brien,Female,1938,Irish American,"Boston, Massachusetts","1956: Graduated from high school and became a nurse | 1963: Married John, a Boston firefighter | 1966: Moved to the suburbs after having her second child | 1978: Lost her husband in a fire accident | 1982: Became a head nurse at a local hospital",6,Amanda,Boston,1986,"While outside her reminiscence bump, the band name 'Boston' resonates with her hometown, providing a sense of familiarity.",,,
C_bm25_k10,C,bm25,10,P095,Patricia O'Brien,Female,1938,Irish American,"Boston, Massachusetts","1956: Graduated from high school and became a nurse | 1963: Married John, a Boston firefighter | 1966: Moved to the suburbs after having her second child | 1978: Lost her husband in a fire accident | 1982: Became a head nurse at a local hospital",7,Somewhere Out There (From 'An American Tail'),Linda Ronstadt & James Ingram,1987,"This song's themes of connection and hope can be soothing, especially after the loss of her husband.",,,
C_bm25_k10,C,bm25,10,P095,Patricia O'Brien,Female,1938,Irish American,"Boston, Massachusetts","1956: Graduated from high school and became a nurse | 1963: Married John, a Boston firefighter | 1966: Moved to the suburbs after having her second child | 1978: Lost her husband in a fire accident | 1982: Became a head nurse at a local hospital",8,Only Women Bleed,Favorite Angel,1990,"This song, although later, can resonate with her experience as a strong, independent woman and a head nurse.",,,
C_bm25_k10,C,bm25,10,P095,Patricia O'Brien,Female,1938,Irish American,"Boston, Massachusetts","1956: Graduated from high school and became a nurse | 1963: Married John, a Boston firefighter | 1966: Moved to the suburbs after having her second child | 1978: Lost her husband in a fire accident | 1982: Became a head nurse at a local hospital",9,Wild Women Do (From 'Pretty Woman'),Natalie Cole,1990,The empowering message aligns with Patricia's role as a head nurse and her resilience after personal loss.,,,
C_bm25_k10,C,bm25,10,P095,Patricia O'Brien,Female,1938,Irish American,"Boston, Massachusetts","1956: Graduated from high school and became a nurse | 1963: Married John, a Boston firefighter | 1966: Moved to the suburbs after having her second child | 1978: Lost her husband in a fire accident | 1982: Became a head nurse at a local hospital",10,Doubleback (From 'Back To The Future Part III'),ZZ Top,1990,"Though not from her reminiscence bump, this song's upbeat tempo can provide energy and positivity.",,,
C_bm25_k10,C,bm25,10,P175,Eleanor Kowalski,Female,1951,Polish American,"Milwaukee, WI",1968: Won a local youth baking competition | 1972: Married a factory worker and moved into a modest home | 1975: Gave birth to her first child | 1983: Started a small baking business from home | 1989: Divorced and became a single parent,1,"Freddie's Dead (Theme From ""Superfly"")",Curtis Mayfield,1972,"This song was released during Eleanor's early adulthood, a time when she was getting married and starting a family. The soulful and socially conscious music of Curtis Mayfield might resonate with the cultural backdrop of the 1970s.",,,
C_bm25_k10,C,bm25,10,P175,Eleanor Kowalski,Female,1951,Polish American,"Milwaukee, WI",1968: Won a local youth baking competition | 1972: Married a factory worker and moved into a modest home | 1975: Gave birth to her first child | 1983: Started a small baking business from home | 1989: Divorced and became a single parent,2,Theme From Shaft,Isaac Hayes,1972,The funk and soul genre was very popular during Eleanor's young adult years. This song's iconic sound might evoke memories from her early married life and the cultural atmosphere of the time.,,,
C_bm25_k10,C,bm25,10,P175,Eleanor Kowalski,Female,1951,Polish American,"Milwaukee, WI",1968: Won a local youth baking competition | 1972: Married a factory worker and moved into a modest home | 1975: Gave birth to her first child | 1983: Started a small baking business from home | 1989: Divorced and became a single parent,3,We're An American Band,Grand Funk,1973,"This song was a hit during Eleanor's early adulthood, and its American rock sound might remind her of the vibrant music scene of the 1970s.",,,
C_bm25_k10,C,bm25,10,P175,Eleanor Kowalski,Female,1951,Polish American,"Milwaukee, WI",1968: Won a local youth baking competition | 1972: Married a factory worker and moved into a modest home | 1975: Gave birth to her first child | 1983: Started a small baking business from home | 1989: Divorced and became a single parent,4,It's Still Rock And Roll To Me,Billy Joel,1980,"Although slightly outside her reminiscence bump, Billy Joel's music is timeless and may connect with Eleanor's appreciation for popular music as she was raising her children.",,,
C_bm25_k10,C,bm25,10,P175,Eleanor Kowalski,Female,1951,Polish American,"Milwaukee, WI",1968: Won a local youth baking competition | 1972: Married a factory worker and moved into a modest home | 1975: Gave birth to her first child | 1983: Started a small baking business from home | 1989: Divorced and became a single parent,5,"Somewhere Out There (From ""An American Tail"")",Linda Ronstadt & James Ingram,1987,"This song could remind Eleanor of her children, as it was featured in a popular animated film during the time they were growing up.",,,
C_bm25_k10,C,bm25,10,P175,Eleanor Kowalski,Female,1951,Polish American,"Milwaukee, WI",1968: Won a local youth baking competition | 1972: Married a factory worker and moved into a modest home | 1975: Gave birth to her first child | 1983: Started a small baking business from home | 1989: Divorced and became a single parent,6,There'll Be Sad Songs (To Make You Cry),Billy Ocean,1986,"This song's emotional depth might resonate with Eleanor's personal experiences and changes during the 1980s, including her divorce.",,,
C_bm25_k10,C,bm25,10,P175,Eleanor Kowalski,Female,1951,Polish American,"Milwaukee, WI",1968: Won a local youth baking competition | 1972: Married a factory worker and moved into a modest home | 1975: Gave birth to her first child | 1983: Started a small baking business from home | 1989: Divorced and became a single parent,7,Where Were You (On Our Wedding Day)?,Lloyd Price,1959,"Although released before her reminiscence bump, this song's theme might evoke memories of her wedding and early marriage.",,,
C_bm25_k10,C,bm25,10,P175,Eleanor Kowalski,Female,1951,Polish American,"Milwaukee, WI",1968: Won a local youth baking competition | 1972: Married a factory worker and moved into a modest home | 1975: Gave birth to her first child | 1983: Started a small baking business from home | 1989: Divorced and became a single parent,8,Sweet Little Rock And Roller,Chuck Berry,1977,This classic rock and roll song might remind Eleanor of the lively music scene she enjoyed in her youth.,,,
C_bm25_k10,C,bm25,10,P175,Eleanor Kowalski,Female,1951,Polish American,"Milwaukee, WI",1968: Won a local youth baking competition | 1972: Married a factory worker and moved into a modest home | 1975: Gave birth to her first child | 1983: Started a small baking business from home | 1989: Divorced and became a single parent,9,"Doubleback (From ""Back To The Future Part III"")",ZZ Top,1990,"While released later in her life, the connection to a popular movie series might spark memories of watching films with her family.",,,
C_bm25_k10,C,bm25,10,P175,Eleanor Kowalski,Female,1951,Polish American,"Milwaukee, WI",1968: Won a local youth baking competition | 1972: Married a factory worker and moved into a modest home | 1975: Gave birth to her first child | 1983: Started a small baking business from home | 1989: Divorced and became a single parent,10,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,1959,This song's romantic theme might evoke pleasant memories of Eleanor's own wedding and early married life.,,,
C_bm25_k10,C,bm25,10,P012,Dolores Rivera,Female,1955,Mexican American,"San Antonio, Texas",1972: Graduated high school and started working as a seamstress | 1976: Married and had first child | 1980: Became involved in local church group activities | 1985: Helped organize community support during economic downturn | 1988: Supported family through husband’s prolonged illness,1,Frankenstein,Edgar Winter Group,1973,"This song was released during Dolores's reminiscence bump period, aligning with her high school graduation and early work years. Its popularity in the 1970s might evoke memories from this influential time in her life.",,,
C_bm25_k10,C,bm25,10,P012,Dolores Rivera,Female,1955,Mexican American,"San Antonio, Texas",1972: Graduated high school and started working as a seamstress | 1976: Married and had first child | 1980: Became involved in local church group activities | 1985: Helped organize community support during economic downturn | 1988: Supported family through husband’s prolonged illness,2,"Somewhere Out There (From ""An American Tail"")",Linda Ronstadt & James Ingram,1987,This song's themes of connection and longing might resonate with Dolores's experience of supporting her family through her husband's illness. Linda Ronstadt's Mexican American heritage also aligns with Dolores's cultural background.,,,
C_bm25_k10,C,bm25,10,P012,Dolores Rivera,Female,1955,Mexican American,"San Antonio, Texas",1972: Graduated high school and started working as a seamstress | 1976: Married and had first child | 1980: Became involved in local church group activities | 1985: Helped organize community support during economic downturn | 1988: Supported family through husband’s prolonged illness,3,There'll Be Sad Songs (To Make You Cry),Billy Ocean,1986,"Released during a period when Dolores was actively involved in community support, this song's emotional depth could reflect her resilience and empathy during challenging times.",,,
C_bm25_k10,C,bm25,10,P012,Dolores Rivera,Female,1955,Mexican American,"San Antonio, Texas",1972: Graduated high school and started working as a seamstress | 1976: Married and had first child | 1980: Became involved in local church group activities | 1985: Helped organize community support during economic downturn | 1988: Supported family through husband’s prolonged illness,4,Yellow Bird,Arthur Lyman Group,1961,"Although released before her reminiscence bump, this song's soothing melody might remind Dolores of peaceful moments in her youth, possibly connecting to her cultural roots.",,,
C_bm25_k10,C,bm25,10,P012,Dolores Rivera,Female,1955,Mexican American,"San Antonio, Texas",1972: Graduated high school and started working as a seamstress | 1976: Married and had first child | 1980: Became involved in local church group activities | 1985: Helped organize community support during economic downturn | 1988: Supported family through husband’s prolonged illness,5,Where Were You (On Our Wedding Day)?,Lloyd Price,1959,"This song can evoke memories of Dolores's wedding and early married life, a significant milestone in her life.",,,
C_bm25_k10,C,bm25,10,P012,Dolores Rivera,Female,1955,Mexican American,"San Antonio, Texas",1972: Graduated high school and started working as a seamstress | 1976: Married and had first child | 1980: Became involved in local church group activities | 1985: Helped organize community support during economic downturn | 1988: Supported family through husband’s prolonged illness,6,High School U.S.A.,Tommy Facenda,1959,"This song might remind Dolores of her high school days and graduation, marking the beginning of her adult life and career.",,,
C_bm25_k10,C,bm25,10,P012,Dolores Rivera,Female,1955,Mexican American,"San Antonio, Texas",1972: Graduated high school and started working as a seamstress | 1976: Married and had first child | 1980: Became involved in local church group activities | 1985: Helped organize community support during economic downturn | 1988: Supported family through husband’s prolonged illness,7,Pretty Girls Everywhere,Eugene Church and The Fellows,1959,This upbeat song could bring back memories of social gatherings and dances during Dolores's teenage years.,,,
C_bm25_k10,C,bm25,10,P012,Dolores Rivera,Female,1955,Mexican American,"San Antonio, Texas",1972: Graduated high school and started working as a seamstress | 1976: Married and had first child | 1980: Became involved in local church group activities | 1985: Helped organize community support during economic downturn | 1988: Supported family through husband’s prolonged illness,8,Anytime,McAuley Schenker Group,1990,"Though outside her reminiscence bump, this song's themes of longing and connection may resonate with Dolores's experiences in later life.",,,
C_bm25_k10,C,bm25,10,P012,Dolores Rivera,Female,1955,Mexican American,"San Antonio, Texas",1972: Graduated high school and started working as a seamstress | 1976: Married and had first child | 1980: Became involved in local church group activities | 1985: Helped organize community support during economic downturn | 1988: Supported family through husband’s prolonged illness,9,"Doubleback (From ""Back To The Future Part III"")",ZZ Top,1990,This song's connection to a popular film might spark conversations about family movie nights or shared cultural moments with her children.,,,
C_bm25_k10,C,bm25,10,P012,Dolores Rivera,Female,1955,Mexican American,"San Antonio, Texas",1972: Graduated high school and started working as a seamstress | 1976: Married and had first child | 1980: Became involved in local church group activities | 1985: Helped organize community support during economic downturn | 1988: Supported family through husband’s prolonged illness,10,Fly High Michelle,Enuff Z'Nuff,1990,This song's release during a later period in Dolores's life might remind her of supporting her children as they grew older.,,,
C_bm25_k10,C,bm25,10,P156,Dorothy Nguyen,Female,1953,Vietnamese American,"Seattle, WA",1972: Immigrated to the US with family | 1975: Started working as a store clerk | 1977: Attended community college for business management | 1980: Opened small grocery store | 1988: Won community award for small business excellence,1,We're An American Band,Grand Funk,1973,"This song was popular during Dorothy's early years in the US, aligning with her immigration and assimilation experiences.",,,
C_bm25_k10,C,bm25,10,P156,Dorothy Nguyen,Female,1953,Vietnamese American,"Seattle, WA",1972: Immigrated to the US with family | 1975: Started working as a store clerk | 1977: Attended community college for business management | 1980: Opened small grocery store | 1988: Won community award for small business excellence,2,"Somewhere Out There (From ""An American Tail"")",Linda Ronstadt & James Ingram,1987,The themes of hope and connection in this song may resonate with Dorothy's experience of moving to a new country and building a new life.,,,
C_bm25_k10,C,bm25,10,P156,Dorothy Nguyen,Female,1953,Vietnamese American,"Seattle, WA",1972: Immigrated to the US with family | 1975: Started working as a store clerk | 1977: Attended community college for business management | 1980: Opened small grocery store | 1988: Won community award for small business excellence,3,There'll Be Sad Songs (To Make You Cry),Billy Ocean,1986,"This song's emotional depth might connect with Dorothy's personal experiences and achievements, such as winning a community award.",,,
C_bm25_k10,C,bm25,10,P156,Dorothy Nguyen,Female,1953,Vietnamese American,"Seattle, WA",1972: Immigrated to the US with family | 1975: Started working as a store clerk | 1977: Attended community college for business management | 1980: Opened small grocery store | 1988: Won community award for small business excellence,4,Mad About You,Belinda Carlisle,1986,This upbeat song from the 80s could evoke memories of Dorothy's successful years managing her grocery store.,,,
C_bm25_k10,C,bm25,10,P156,Dorothy Nguyen,Female,1953,Vietnamese American,"Seattle, WA",1972: Immigrated to the US with family | 1975: Started working as a store clerk | 1977: Attended community college for business management | 1980: Opened small grocery store | 1988: Won community award for small business excellence,5,"Theme From ""Greatest American Hero"" (Believe It or Not)",Joey Scarbury,1981,The optimistic and inspirational theme of this song may remind Dorothy of her accomplishments and resilience.,,,
C_bm25_k10,C,bm25,10,P156,Dorothy Nguyen,Female,1953,Vietnamese American,"Seattle, WA",1972: Immigrated to the US with family | 1975: Started working as a store clerk | 1977: Attended community college for business management | 1980: Opened small grocery store | 1988: Won community award for small business excellence,6,Little Bit O' Soul,The Music Explosion,1967,"This energetic song was popular during Dorothy's teenage years, potentially sparking memories from her youth.",,,
C_bm25_k10,C,bm25,10,P156,Dorothy Nguyen,Female,1953,Vietnamese American,"Seattle, WA",1972: Immigrated to the US with family | 1975: Started working as a store clerk | 1977: Attended community college for business management | 1980: Opened small grocery store | 1988: Won community award for small business excellence,7,My Boy Lollipop,Millie Small,1964,"This catchy tune might remind Dorothy of her early years before immigrating to the US, providing a sense of nostalgia.",,,
C_bm25_k10,C,bm25,10,P156,Dorothy Nguyen,Female,1953,Vietnamese American,"Seattle, WA",1972: Immigrated to the US with family | 1975: Started working as a store clerk | 1977: Attended community college for business management | 1980: Opened small grocery store | 1988: Won community award for small business excellence,8,It's Just About Time,Johnny Cash And The Tennessee Two,1959,"Although older, this classic could connect with Dorothy's appreciation for American culture as she settled in the US.",,,
C_bm25_k10,C,bm25,10,P156,Dorothy Nguyen,Female,1953,Vietnamese American,"Seattle, WA",1972: Immigrated to the US with family | 1975: Started working as a store clerk | 1977: Attended community college for business management | 1980: Opened small grocery store | 1988: Won community award for small business excellence,9,The All American Boy,Bill Parsons,1959,This song's themes of the American dream might resonate with Dorothy's journey and achievements in her new home.,,,
C_bm25_k10,C,bm25,10,P156,Dorothy Nguyen,Female,1953,Vietnamese American,"Seattle, WA",1972: Immigrated to the US with family | 1975: Started working as a store clerk | 1977: Attended community college for business management | 1980: Opened small grocery store | 1988: Won community award for small business excellence,10,"Doubleback (From ""Back To The Future Part III"")",ZZ Top,1990,"While outside her reminiscence bump, this song could still provide a fun and lively addition to the playlist.",,,
C_bm25_k10,C,bm25,10,P162,William Tucker,Male,1952,White American (Appalachian),"Charleston, WV",1968: Dropped out of high school to work in a coal mine | 1970: Married his high school sweetheart | 1973: Participated in a strike to improve working conditions | 1980: Lost his job due to mine closure | 1985: Started a small carpentry business,1,Rock And Roll Heaven,The Righteous Brothers,1974,"This song was released during William's reminiscence bump years and reflects the cultural music scene of the 1970s, which he would have experienced during his early adulthood.",,,
C_bm25_k10,C,bm25,10,P162,William Tucker,Male,1952,White American (Appalachian),"Charleston, WV",1968: Dropped out of high school to work in a coal mine | 1970: Married his high school sweetheart | 1973: Participated in a strike to improve working conditions | 1980: Lost his job due to mine closure | 1985: Started a small carpentry business,2,It's Still Rock And Roll To Me,Billy Joel,1980,"Released the same year William lost his job due to the mine closure, this song might resonate with the changes he faced and his adaptation to new beginnings.",,,
C_bm25_k10,C,bm25,10,P162,William Tucker,Male,1952,White American (Appalachian),"Charleston, WV",1968: Dropped out of high school to work in a coal mine | 1970: Married his high school sweetheart | 1973: Participated in a strike to improve working conditions | 1980: Lost his job due to mine closure | 1985: Started a small carpentry business,3,Little Bit O' Soul,The Music Explosion,1967,"Though released slightly before his reminiscence bump, this song captures the spirit of the late 60s, a time when William was transitioning into adulthood and starting his career.",,,
C_bm25_k10,C,bm25,10,P162,William Tucker,Male,1952,White American (Appalachian),"Charleston, WV",1968: Dropped out of high school to work in a coal mine | 1970: Married his high school sweetheart | 1973: Participated in a strike to improve working conditions | 1980: Lost his job due to mine closure | 1985: Started a small carpentry business,4,Sweet Little Rock And Roller,Chuck Berry,1958,"Chuck Berry's influence on rock and roll would have been significant during William's teenage years, aligning with his cultural background and musical tastes.",,,
C_bm25_k10,C,bm25,10,P162,William Tucker,Male,1952,White American (Appalachian),"Charleston, WV",1968: Dropped out of high school to work in a coal mine | 1970: Married his high school sweetheart | 1973: Participated in a strike to improve working conditions | 1980: Lost his job due to mine closure | 1985: Started a small carpentry business,5,That's Rock 'N' Roll,Shaun Cassidy,1977,"This song was popular when William was running his carpentry business, providing a nostalgic connection to his working years.",,,
C_bm25_k10,C,bm25,10,P162,William Tucker,Male,1952,White American (Appalachian),"Charleston, WV",1968: Dropped out of high school to work in a coal mine | 1970: Married his high school sweetheart | 1973: Participated in a strike to improve working conditions | 1980: Lost his job due to mine closure | 1985: Started a small carpentry business,6,Where Were You (On Our Wedding Day)?,Lloyd Price,1959,"This song can evoke memories of his marriage to his high school sweetheart in 1970, a significant life event.",,,
C_bm25_k10,C,bm25,10,P162,William Tucker,Male,1952,White American (Appalachian),"Charleston, WV",1968: Dropped out of high school to work in a coal mine | 1970: Married his high school sweetheart | 1973: Participated in a strike to improve working conditions | 1980: Lost his job due to mine closure | 1985: Started a small carpentry business,7,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,1959,A romantic song that might remind William of his wedding day and his relationship with his wife.,,,
C_bm25_k10,C,bm25,10,P162,William Tucker,Male,1952,White American (Appalachian),"Charleston, WV",1968: Dropped out of high school to work in a coal mine | 1970: Married his high school sweetheart | 1973: Participated in a strike to improve working conditions | 1980: Lost his job due to mine closure | 1985: Started a small carpentry business,8,There'll Be Sad Songs (To Make You Cry),Billy Ocean,1986,"Released shortly after he started his carpentry business, this song reflects the emotional highs and lows he might have experienced during that time.",,,
C_bm25_k10,C,bm25,10,P162,William Tucker,Male,1952,White American (Appalachian),"Charleston, WV",1968: Dropped out of high school to work in a coal mine | 1970: Married his high school sweetheart | 1973: Participated in a strike to improve working conditions | 1980: Lost his job due to mine closure | 1985: Started a small carpentry business,9,Mad About You,Belinda Carlisle,1986,"This song was popular during the mid-80s, aligning with the period when William was establishing his business and possibly enjoying personal success.",,,
C_bm25_k10,C,bm25,10,P162,William Tucker,Male,1952,White American (Appalachian),"Charleston, WV",1968: Dropped out of high school to work in a coal mine | 1970: Married his high school sweetheart | 1973: Participated in a strike to improve working conditions | 1980: Lost his job due to mine closure | 1985: Started a small carpentry business,10,Doubleback (From 'Back To The Future Part III'),ZZ Top,1990,"Although outside his reminiscence bump, this song's upbeat tempo and association with a popular movie might evoke positive feelings and memories of family entertainment.",,,
C_bm25_k20,C,bm25,20,P097,Aisha Khan,Female,1963,Pakistani American,"St. Louis, Missouri","1981: Enrolled in nursing school against the odds | 1985: Married Amir, her college classmate | 1987: Moved to Chicago for better job opportunities | 1989: Had a daughter, her first child | 1992: Started a support group for immigrant women",1,Against All Odds (Take A Look At Me Now),Phil Collins,1984,"This song was part of Aisha's ground truth playlist and aligns with her life event of enrolling in nursing school against the odds, symbolizing her resilience and determination.",,,
C_bm25_k20,C,bm25,20,P097,Aisha Khan,Female,1963,Pakistani American,"St. Louis, Missouri","1981: Enrolled in nursing school against the odds | 1985: Married Amir, her college classmate | 1987: Moved to Chicago for better job opportunities | 1989: Had a daughter, her first child | 1992: Started a support group for immigrant women",2,"Somewhere Out There (From ""An American Tail"")",Linda Ronstadt & James Ingram,1987,"Released in the year Aisha moved to Chicago, this song can evoke feelings of hope and connection, resonating with her journey for better opportunities.",,,
